,id_x,release_date_x,movie,production_budget,domestic_gross_x,worldwide_gross,release_year,title,studio,foreign_gross,year,genre_ids,original_language,original_title,popularity,vote_average,vote_count
582,100,2018-02-02,Bilal: A New Breed of Hero,30000000.0,490973.0,648599.0,2018,Bilal: A New Breed of Hero,VE,1700000.0,2018,"[28, 12, 16]",en,Bilal: A New Breed of Hero,2.707,6.8,54
583,13,2017-02-24,Collide,29200000.0,2280004.0,5466698.0,2017,Collide,ORF,2500000.0,2017,"[53, 28]",en,Collide,9.035,5.6,331
584,14,2015-05-15,Pitch Perfect 2,29000000.0,184296230.0,287625468.0,2015,Pitch Perfect 2,Uni.,103200000.0,2015,"[35, 10402]",en,Pitch Perfect 2,18.469,6.8,3599
585,17,2016-04-08,The Boss,29000000.0,63077560.0,78652207.0,2016,The Boss,Uni.,15600000.0,2016,[35],en,The Boss,11.442,5.8,822
586,21,2017-08-18,Logan Lucky,29000000.0,27778642.0,44264271.0,2017,Logan Lucky,BST,20700000.0,2017,"[28, 35, 80, 18]",en,Logan Lucky,15.743,6.7,1627
587,22,2016-08-12,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,2016,Florence Foster Jenkins,Par.,21500000.0,2016,"[35, 18]",en,Florence Foster Jenkins,8.453,6.7,849
588,35,2015-08-14,Straight Outta Compton,28000000.0,161197785.0,202182981.0,2015,Straight Outta Compton,Uni.,40400000.0,2015,"[18, 10402]",en,Straight Outta Compton,11.731,7.7,2048
589,35,2015-08-14,Straight Outta Compton,28000000.0,161197785.0,202182981.0,2015,Straight Outta Compton,Uni.,40400000.0,2015,"[18, 10402]",en,Straight Outta Compton,11.731,7.7,2048
590,36,2017-07-21,Girls Trip,28000000.0,115108515.0,140886353.0,2017,Girls Trip,Uni.,25400000.0,2017,[35],en,Girls Trip,8.589,6.8,968
591,40,2017-11-01,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,2017,A Bad Moms Christmas,STX,58400000.0,2017,[35],en,A Bad Moms Christmas,16.604,6.3,1044
592,40,2017-11-01,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,2017,A Bad Moms Christmas,STX,58400000.0,2017,[35],en,A Bad Moms Christmas,16.604,6.3,1044
593,41,2013-02-14,Safe Haven,28000000.0,71399120.0,94050951.0,2013,Safe Haven,Rela.,26200000.0,2013,[10749],en,Safe Haven,9.095,7.1,1433
594,42,2015-12-11,The Big Short,28000000.0,70259870.0,133162752.0,2015,The Big Short,Par.,63200000.0,2015,"[35, 18]",en,The Big Short,14.327,7.3,4657
595,44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,66954149.0,101379287.0,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,34400000.0,2014,"[10751, 35]",en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.7829999999999995,6.2,817
596,46,2013-01-28,Last Vegas,28000000.0,63914167.0,112914167.0,2013,Last Vegas,CBS,70500000.0,2013,[35],en,Last Vegas,6.5329999999999995,6.4,1211
597,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,[18],en,Tag,1.4,4.0,1
598,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag,WB (NL),23400000.0,2018,"[35, 18]",en,Tag,18.5,6.8,1297
599,60,2011-08-12,30 Minutes or Less,28000000.0,37053924.0,40966716.0,2011,30 Minutes or Less,Sony,3500000.0,2011,"[28, 12, 35]",en,30 Minutes or Less,11.315,5.6,825
600,64,2014-02-21,3 Days to Kill,28000000.0,30697999.0,38959900.0,2014,3 Days to Kill,Rela.,21900000.0,2014,"[28, 18, 53, 80]",en,3 Days to Kill,11.011,6.1,1279
601,65,2013-08-16,Kick-Ass 2,28000000.0,28795985.0,63129909.0,2013,Kick-Ass 2,Uni.,32000000.0,2013,"[28, 12, 80]",en,Kick-Ass 2,14.793,6.4,3785
602,67,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,2014,A Walk Among the Tombstones,Uni.,26900000.0,2014,"[80, 18, 9648, 53]",en,A Walk Among the Tombstones,19.373,6.3,1685
603,69,2014-04-25,Brick Mansions,28000000.0,20396829.0,73421224.0,2014,Brick Mansions,Rela.,48500000.0,2014,"[28, 80, 18]",en,Brick Mansions,9.193999999999999,5.9,909
604,72,2015-08-21,American Ultra,28000000.0,14439985.0,30295028.0,2015,American Ultra,LGF,12700000.0,2015,"[35, 28]",en,American Ultra,9.97,6.0,1756
605,74,2016-02-05,Pride and Prejudice and Zombies,28000000.0,10907291.0,16638300.0,2016,Pride and Prejudice and Zombies,SGem,5500000.0,2016,"[10749, 27, 35, 53]",en,Pride and Prejudice and Zombies,9.086,5.7,1195
606,86,2012-01-13,Joyful Noise,27500000.0,30932113.0,31157914.0,2012,Joyful Noise,WB,226000.0,2012,"[35, 10402]",en,Joyful Noise,6.787000000000001,6.4,70
607,90,2011-10-28,Anonymous,27500000.0,4463292.0,15815509.0,2011,Anonymous,Sony,10900000.0,2011,"[18, 36, 53]",en,Anonymous,8.113999999999999,6.4,434
608,91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Limitless,Rela.,82600000.0,2011,"[53, 9648, 878]",en,Limitless,19.453,7.1,6295
609,98,2016-05-13,Money Monster,27000000.0,41012075.0,93466095.0,2016,Money Monster,TriS,52300000.0,2016,"[53, 18]",en,Money Monster,11.134,6.4,1859
610,100,2011-08-19,Spy Kids: All the Time in the World,27000000.0,38536376.0,80681183.0,2011,Spy Kids: All the Time in the World,W/Dim.,47000000.0,2011,"[10751, 35, 28]",en,Spy Kids: All the Time in the World,10.009,4.6,487
611,38,2012-08-29,Lawless,26000000.0,37397291.0,54393687.0,2012,Lawless,Wein.,16300000.0,2012,"[80, 18]",en,Lawless,12.147,7.0,1660
612,42,2014-10-17,The Best of Me,26000000.0,26766213.0,41059418.0,2014,The Best of Me,Rela.,9200000.0,2014,"[18, 10749]",en,The Best of Me,8.622,7.3,1512
613,45,2012-04-27,The Raven,26000000.0,16008272.0,30601801.0,2012,The Raven,Rela.,13600000.0,2012,"[27, 28, 53, 878]",en,The Raven,0.6,5.9,5
614,45,2012-04-27,The Raven,26000000.0,16008272.0,30601801.0,2012,The Raven,Rela.,13600000.0,2012,"[80, 53, 9648]",en,The Raven,8.635,6.3,681
615,50,2013-10-18,The Fifth Estate,26000000.0,3254172.0,6154172.0,2013,The Fifth Estate,BV,5300000.0,2013,"[18, 53]",en,The Fifth Estate,6.611000000000001,5.9,549
616,52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,Blood Ties,ALP,,2011,"[53, 80, 18]",en,Blood Ties,12.003,6.1,268
617,63,2011-08-10,The Help,25000000.0,169705587.0,213120004.0,2011,The Help,BV,46900000.0,2011,[18],en,The Help,12.597999999999999,8.1,3944
618,64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Hidden Figures,Fox,66300000.0,2016,"[18, 36]",en,Hidden Figures,14.751,8.0,4710
619,64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Hidden Figures,Fox,66300000.0,2016,"[18, 36]",en,Hidden Figures,14.751,8.0,4710
620,67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Ride Along,Uni.,19500000.0,2014,"[28, 35]",en,Ride Along,10.831,6.2,1277
621,79,2012-12-25,Parental Guidance,25000000.0,77267296.0,120832383.0,2012,Parental Guidance,Fox,42500000.0,2012,[35],en,Parental Guidance,10.124,5.8,276
622,84,2011-01-21,No Strings Attached,25000000.0,70662220.0,149228078.0,2011,No Strings Attached,Par.,78600000.0,2011,"[35, 10749]",en,No Strings Attached,14.203,6.2,2612
623,85,2012-01-13,Contraband,25000000.0,66528000.0,98406855.0,2012,Contraband,Uni.,29700000.0,2012,"[53, 28, 18, 80]",en,Contraband,12.357000000000001,6.2,1114
624,87,2012-04-20,The Lucky One,25000000.0,60457138.0,96633833.0,2012,The Lucky One,WB,38900000.0,2012,"[18, 10749]",en,The Lucky One,13.14,6.9,2012
625,95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,2012,The Grey,ORF,25700000.0,2012,"[18, 53, 28, 12]",en,The Grey,12.942,6.5,2280
626,95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,2012,The Grey,ORF,25700000.0,2012,"[18, 53, 28, 12]",en,The Grey,12.942,6.5,2280
627,2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,2014,The Giver,Wein.,21900000.0,2014,"[18, 878]",en,The Giver,8.687000000000001,6.5,3075
628,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],en,The Night Before,9.014,6.1,956
629,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before,Sony,9300000.0,2015,[35],en,The Night Before,9.014,6.1,956
630,15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,2013,August: Osage County,Wein.,36500000.0,2013,"[35, 18]",en,August: Osage County,9.586,6.9,843
631,15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,2013,August: Osage County,Wein.,36500000.0,2013,"[35, 18]",en,August: Osage County,9.586,6.9,843
632,17,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0,2014,Million Dollar Arm,BV,2800000.0,2014,[18],en,Million Dollar Arm,7.771,6.8,353
633,21,2018-09-07,Peppermint,25000000.0,35418723.0,51800758.0,2018,Peppermint,STX,18400000.0,2018,"[53, 28, 18]",en,Peppermint,32.476,6.5,716
634,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler,Par.,5600000.0,2014,"[53, 80, 18]",en,The Gambler,8.807,5.8,783
635,29,2017-02-17,Fist Fight,25000000.0,32187017.0,40286416.0,2017,Fist Fight,WB (NL),8900000.0,2017,[35],en,Fist Fight,9.808,6.0,708
636,32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,2011,The Sitter,Fox,4500000.0,2011,[35],en,The Sitter,11.571,5.4,472
637,36,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,2014,Draft Day,LG/S,620000.0,2014,[18],en,Draft Day,10.581,6.6,460
638,38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,2017,Rings,Par.,55300000.0,2017,[27],en,Rings,13.53,4.9,1785
639,43,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,2011,Don't Be Afraid of the Dark,FD,12900000.0,2011,"[14, 27, 53]",en,Don't Be Afraid of the Dark,8.405,5.5,550
640,50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,2011,The Eagle,Focus,7600000.0,2011,"[12, 18]",en,The Eagle,8.443,6.1,694
641,52,2011-09-02,Shark Night 3D,25000000.0,18877153.0,18877153.0,2011,Shark Night 3D,Rela.,21300000.0,2011,"[27, 53]",en,Shark Night 3D,7.879,5.0,245
642,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],en,Father Figures,12.45,5.8,277
643,56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,Father Figures,WB,8100000.0,2017,[35],en,Father Figures,12.45,5.8,277
644,58,2013-10-25,The Counselor,25000000.0,16973715.0,71009334.0,2013,The Counselor,Fox,54000000.0,2013,"[53, 80, 18]",en,The Counselor,10.55,5.1,1072
645,60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Mary Queen of Scots,Focus,29900000.0,2018,"[18, 36]",en,Mary Queen of Scots,16.115,6.6,592
646,74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,2011,Warrior,LGF,9400000.0,2011,[18],en,Warrior,15.478,7.8,2189
647,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,[35],ru,Война полов,0.6,5.5,4
648,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,"[35, 18, 36]",en,Battle of the Sexes,11.988,6.9,1045
649,76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,Battle of the Sexes,FoxS,,2017,"[35, 18, 36]",en,Battle of the Sexes,11.988,6.9,1045
650,78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,2015,The 33,WB,12700000.0,2015,"[18, 36]",en,The 33,9.993,6.2,565
651,80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,2011,The Conspirator,RAtt.,3900000.0,2011,"[80, 18, 36]",en,The Conspirator,6.492999999999999,6.5,226
652,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],en,Beautiful Boy,5.872000000000001,6.0,47
653,95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Beautiful Boy,Anch.,,2011,[18],en,Beautiful Boy,17.409000000000002,7.6,500
654,8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,2017,Tulip Fever,Wein.,5900000.0,2017,"[18, 10749]",en,Tulip Fever,9.89,6.4,307
655,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",en,Legend,10.542,6.2,509
656,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",en,Legend,10.542,6.2,509
657,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",en,Legend,10.195,6.8,1692
658,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[12, 14]",en,Legend,10.542,6.2,509
659,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend,Uni.,41100000.0,2015,"[80, 53]",en,Legend,10.195,6.8,1692
660,12,2016-01-29,Jane Got a Gun,25000000.0,1513793.0,3771345.0,2016,Jane Got a Gun,Wein.,,2016,"[28, 18, 37]",en,Jane Got a Gun,8.825,5.5,439
661,17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,On the Road,IFC,8000000.0,2012,"[12, 18]",en,On the Road,8.919,5.6,518
662,36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,2014,Think Like a Man Too,SGem,5000000.0,2014,"[35, 10749]",en,Think Like a Man Too,8.25,6.3,319
663,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],en,Fences,12.753,6.8,1465
664,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences,Par.,6700000.0,2016,[18],en,Fences,12.753,6.8,1465
665,58,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,2011,I Don't Know How She Does It,Wein.,20900000.0,2011,"[10749, 35]",en,I Don't Know How She Does It,8.271,5.2,231
666,60,2013-12-20,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Dhoom 3,Yash,80000000.0,2013,"[28, 53]",hi,धूम ३,6.797999999999999,5.9,136
667,71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,2018,Green Book,Uni.,234700000.0,2018,"[18, 35]",en,Green Book,36.284,8.3,3499
668,73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,2015,The Wedding Ringer,SGem,15300000.0,2015,[35],en,The Wedding Ringer,15.876,6.5,961
669,76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,2011,The Ides of March,Sony,35000000.0,2011,[18],en,The Ides of March,10.127,6.7,1405
670,78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,2018,The Hate U Give,Fox,5200000.0,2018,"[80, 18]",en,The Hate U Give,19.135,8.2,636
671,83,2012-01-20,Haywire,23000000.0,18942396.0,36374700.0,2012,Haywire,Rela.,14400000.0,2012,"[28, 53, 9648]",en,Haywire,10.015,5.6,747
672,86,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,2016,Eddie the Eagle,Fox,30400000.0,2016,"[35, 18, 36, 12]",en,Eddie the Eagle,11.482999999999999,7.2,1190
673,3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,2016,Nocturnal Animals,Focus,19600000.0,2016,"[18, 53]",en,Nocturnal Animals,16.19,7.4,4192
674,3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,2016,Nocturnal Animals,Focus,19600000.0,2016,"[18, 53]",en,Nocturnal Animals,16.19,7.4,4192
675,4,2015-04-24,The Water Diviner,22500000.0,4200117.0,31054727.0,2015,The Water Diviner,WB,34000000.0,2015,"[10752, 18]",en,The Water Diviner,11.479000000000001,6.8,682
676,11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,2014,Son of God,Fox,8100000.0,2014,[18],en,Son of God,8.289,6.4,123
677,13,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,2014,The Hundred-Foot Journey,BV,34600000.0,2014,[18],en,The Hundred-Foot Journey,8.26,7.3,785
678,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,2012,Diary of a Wimpy Kid: Dog Days,Fox,28100000.0,2012,"[35, 10751]",en,Diary of a Wimpy Kid: Dog Days,11.36,6.2,440
679,21,2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,2013,Delivery Man,BV,19300000.0,2013,[35],en,Delivery Man,7.962000000000001,6.2,858
680,22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,2016,"Hail, Caesar!",Uni.,33100000.0,2016,"[35, 18, 9648]",en,"Hail, Caesar!",12.312000000000001,5.9,2328
681,27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,2017,Diary of a Wimpy Kid: The Long Haul,Fox,19400000.0,2017,"[35, 10751]",en,Diary of a Wimpy Kid: The Long Haul,10.839,5.6,193
682,29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,2013,Homefront,ORF,22900000.0,2013,"[28, 53]",en,Homefront,14.422,6.5,1410
683,34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,2015,The Transporter Refueled,EC,56600000.0,2015,"[53, 28, 80, 9648]",en,The Transporter Refueled,13.427999999999999,5.4,836
684,40,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,2017,"Roman J. Israel, Esq.",Sony,1100000.0,2017,[18],en,"Roman J. Israel, Esq.",12.687999999999999,6.2,499
685,40,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,2017,"Roman J. Israel, Esq.",Sony,1100000.0,2017,[18],en,"Roman J. Israel, Esq.",12.687999999999999,6.2,499
686,41,2013-12-04,Out of the Furnace,22000000.0,11330849.0,15434375.0,2013,Out of the Furnace,Rela.,4300000.0,2013,"[53, 18, 80]",en,Out of the Furnace,9.139,6.6,1077
687,44,2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,2017,Just Getting Started,BG,1600000.0,2017,"[28, 35]",en,Just Getting Started,8.459,4.9,94
688,44,2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,2017,Just Getting Started,BG,1600000.0,2017,"[28, 35]",en,Just Getting Started,8.459,4.9,94
689,58,2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,2012,To Rome with Love,SPC,56600000.0,2012,"[10749, 35, 18]",en,To Rome with Love,9.562999999999999,5.7,1097
690,59,2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,2012,Silver Linings Playbook,Wein.,104300000.0,2012,"[18, 35, 10749]",en,Silver Linings Playbook,15.350999999999999,7.1,7636
691,60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,2018,Blockers,Uni.,33700000.0,2018,[35],en,Blockers,21.840999999999998,6.1,969
692,79,2011-05-06,The Beaver,21000000.0,970816.0,5046038.0,2011,The Beaver,Sum.,6300000.0,2011,[18],en,The Beaver,7.357,6.3,464
693,92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,2016,La La Land,LG/S,295000000.0,2016,"[35, 18, 10749]",en,La La Land,16.275,7.9,10028
694,92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,2016,La La Land,LG/S,295000000.0,2016,"[35, 18, 10749]",en,La La Land,16.275,7.9,10028
695,93,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,2013,The Conjuring,WB (NL),182100000.0,2013,"[27, 53]",en,The Conjuring,18.886,7.5,5912
696,95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,2017,Wonder,LGF,173500000.0,2017,"[18, 10751]",en,Wonder,20.101,8.2,3959
697,95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,2017,Wonder,LGF,173500000.0,2017,"[18, 10751]",en,Wonder,20.101,8.2,3959
698,99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,2016,Bad Moms,STX,70700000.0,2016,[35],en,Bad Moms,14.332,6.5,2600
699,3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,2014,Tammy,WB (NL),16000000.0,2014,[35],en,Tammy,10.979000000000001,5.2,735
700,5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,2011,The Descendants,FoxS,94700000.0,2011,"[35, 18]",en,The Descendants,10.444,6.8,1522
701,18,2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,2013,12 Years a Slave,FoxS,131100000.0,2013,"[18, 36]",en,12 Years a Slave,16.493,7.9,6631
702,20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,2016,Me Before You,WB (NL),152100000.0,2016,"[18, 10749]",en,Me Before You,16.917,7.7,5939
703,22,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,2016,Barbershop: The Next Cut,WB (NL),1000000.0,2016,[35],en,Barbershop: The Next Cut,12.845999999999998,6.0,248
704,24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,2018,A Simple Favor,LGF,44100000.0,2018,"[53, 80, 9648, 35, 18]",en,A Simple Favor,21.121,6.6,1756
705,25,2015-01-09,Selma,20000000.0,52076908.0,66776576.0,2015,Selma,Par.,14700000.0,2014,"[36, 18]",en,Selma,9.541,7.5,1354
706,34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,Spotlight,ORF,53200000.0,2015,"[18, 53, 36]",en,Spotlight,16.354,7.8,4935
707,34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,Spotlight,ORF,53200000.0,2015,"[18, 53, 36]",en,Spotlight,16.354,7.8,4935
708,34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,Spotlight,ORF,53200000.0,2015,[],en,Spotlight,0.6,10.0,1
709,39,2017-11-17,The Star,20000000.0,40847995.0,62758010.0,2017,The Star,Sony,22000000.0,2017,"[35, 12, 10751, 14, 16]",en,The Star,14.53,5.4,233
710,43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,Nerve,LGF,46700000.0,2016,"[35, 18]",en,Nerve,0.6,10.0,1
711,43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,Nerve,LGF,46700000.0,2016,"[35, 18]",en,Nerve,0.6,10.0,1
712,43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,Nerve,LGF,46700000.0,2016,"[9648, 12, 80]",en,Nerve,14.508,7.1,4590
713,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2016,Risen,Sony,9200000.0,2016,"[18, 36]",en,Risen,10.089,5.8,433
714,55,2013-01-04,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,2013,Texas Chainsaw 3D,LGF,12900000.0,2013,"[27, 53]",en,Texas Chainsaw 3D,18.256,5.3,780
715,65,2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,2011,The Debt,Focus,14500000.0,2011,"[18, 53]",en,The Debt,12.697000000000001,6.6,403
716,76,2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,2013,The World's End,Focus,20100000.0,2013,"[35, 28, 878]",en,The World's End,12.719000000000001,6.7,2990
717,81,2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,2018,On the Basis of Sex,Focus,13600000.0,2018,"[18, 36]",en,On the Basis of Sex,32.624,7.4,225
718,84,2011-07-01,Monte Carlo,20000000.0,23186769.0,39686769.0,2011,Monte Carlo,Fox,16500000.0,2011,"[12, 35, 10749]",en,Monte Carlo,11.017000000000001,6.2,1193
719,87,2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,2017,Rough Night,Sony,25200000.0,2017,"[18, 35]",en,Rough Night,14.338,5.6,1096
720,5,2012-10-26,Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0,2012,Silent Hill: Revelation 3D,ORF,34800000.0,2012,"[53, 27, 9648]",en,Silent Hill: Revelation 3D,13.681,5.2,786
721,22,2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,2012,Lockout,FD,17900000.0,2012,"[28, 53, 878]",en,Lockout,11.273,5.9,1004
722,24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,2011,What's Your Number?,Fox,16399999.0,2011,"[35, 10749]",en,What's Your Number?,10.390999999999998,6.4,1271
723,27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,2015,Burnt,Wein.,23000000.0,2015,"[18, 35]",en,Burnt,12.761,6.4,1841
724,27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,2015,Burnt,Wein.,23000000.0,2015,"[18, 35]",en,Burnt,12.761,6.4,1841
725,33,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,2016,Triple 9,ORF,10500000.0,2016,"[28, 53, 9648]",en,Triple 9,13.334000000000001,5.8,1258
726,34,2016-09-02,The Light Between Oceans,20000000.0,12545979.0,22281732.0,2016,The Light Between Oceans,BV,13400000.0,2016,"[18, 10749]",en,The Light Between Oceans,29.886999999999997,7.1,831
727,51,2013-09-20,Battle of the Year,20000000.0,8888355.0,16723377.0,2013,Battle of the Year,SGem,7700000.0,2013,"[10402, 18]",en,Battle of the Year,5.858,6.1,130
728,56,2014-12-12,Inherent Vice,20000000.0,8110975.0,14772346.0,2014,Inherent Vice,WB,6600000.0,2014,"[35, 10749, 80, 18, 9648]",en,Inherent Vice,14.244000000000002,6.6,1359
729,56,2014-12-12,Inherent Vice,20000000.0,8110975.0,14772346.0,2014,Inherent Vice,WB,6600000.0,2014,"[35, 10749, 80, 18, 9648]",en,Inherent Vice,14.244000000000002,6.6,1359
730,58,2013-10-11,Machete Kills,20000000.0,8008161.0,18273009.0,2013,Machete Kills,ORF,7000000.0,2013,"[28, 80, 53]",en,Machete Kills,10.36,5.5,1079
731,65,2015-04-24,Little Boy,20000000.0,6485961.0,17769299.0,2015,Little Boy,ORF,,2015,"[35, 18, 10752]",en,Little Boy,5.805,7.0,292
732,67,2012-10-26,Chasing Mavericks,20000000.0,6002756.0,8300821.0,2012,Chasing Mavericks,Fox,600.0,2012,[18],en,Chasing Mavericks,6.546,7.0,329
733,68,2014-12-31,A Most Violent Year,20000000.0,5749134.0,8846875.0,2014,A Most Violent Year,A24,6300000.0,2014,"[80, 18, 53]",en,A Most Violent Year,12.270999999999999,6.6,792
734,68,2014-12-31,A Most Violent Year,20000000.0,5749134.0,8846875.0,2014,A Most Violent Year,A24,6300000.0,2014,"[80, 18, 53]",en,A Most Violent Year,12.270999999999999,6.6,792
735,69,2011-11-23,A Dangerous Method,20000000.0,5702083.0,14807531.0,2011,A Dangerous Method,SPC,21800000.0,2011,"[18, 53]",en,A Dangerous Method,10.352,6.3,1066
